0	총	0.5059376994316124
0	따	0.30815404275010616
0	첫날	0.45702681397542966
0	입성	0.6634716433564295
1	일정	0.5480060713161368
1	라인업	0.5231364844547964
1	신작	0.4576270335536716
1	상장	0.20737183456133657
1	오늘	0.4166437144905251
3	단숨에	0.7634517976425933
3	상장	0.34595508627819493
3	따	0.3049035583115533
3	첫날	0.45220598302487414
4	돈방석	0.7279155572762539
4	대표	0.6367627704289543
4	따	0.2543071286276569
5	직행	0.43790098983036857
5	속보	0.6702951006883434
5	상장	0.253647417433502
5	총	0.3670306978102777
5	따	0.22354925017584623
5	첫날	0.3315484705722819
6	인당	0.6906742989880659
6	날	0.6337201137909134
6	상장	0.2613591417363971
6	따	0.23034589018471607
7	직행	0.5900877825718408
7	상장	0.34179927788331593
7	총	0.49458744245031216
7	따	0.30124088411620786
7	첫날	0.44677382869326215
8	직후	0.6664624068019653
8	단숨에	0.5830050536767287
8	상장	0.2641863759678752
8	총	0.3822806906712485
9	안착	0.7625943001859785
9	총	0.4374216351916124
9	따	0.2664226157135331
9	첫날	0.3951344533529224
11	직행	0.5900877825718408
11	상장	0.34179927788331593
11	총	0.49458744245031216
11	따	0.30124088411620786
11	첫날	0.44677382869326215
12	직후	0.6664624068019653
12	단숨에	0.5830050536767287
12	상장	0.2641863759678752
12	총	0.3822806906712485
13	오르	0.7898499630276663
13	따	0.613300118950905
14	가	0.42874346469252056
14	바이오	0.5134181428577274
14	sk	0.5134181428577274
14	-1	0.47108080377512407
14	상장	0.19428336245578054
14	따	0.17122941931793298
15	벌	0.612151398238692
15	만원	0.612151398238692
15	공모	0.4525525339555996
15	따	0.21386335656019853
16	남궁훈	0.6620167602827941
16	대표	0.6960330034174735
16	따	0.2779781776656664
17	직행	0.5900877825718408
17	상장	0.34179927788331593
17	총	0.49458744245031216
17	따	0.30124088411620786
17	첫날	0.44677382869326215
18	오르	0.8014022291444972
18	총	0.5108320872828606
18	따	0.3111350924027482
19	상승	0.5737641907015425
19	대비	0.5027913025107651
19	공모	0.4569276799551572
19	상장	0.24500337830587113
19	따	0.2159309251598655
19	첫날	0.32024964489792107
20	공모	1.0
21	직후	0.944045562177394
21	따	0.3298150641392358
22	직행	0.4670435803793074
22	단숨에	0.5969993068840009
22	상장	0.270527815061568
22	오늘	0.5435343424466788
22	따	0.23842659555001547
23	직행	0.5900877825718408
23	상장	0.34179927788331593
23	총	0.49458744245031216
23	따	0.30124088411620786
23	첫날	0.44677382869326215
25	상장	1.0
26	비결	0.9486333775595495
26	따	0.3163774881055245
27	대박	0.935915941998923
27	따	0.3522234369150761
28	출발	0.567072950559913
28	기록	0.567072950559913
28	따	0.2134127379016432
28	첫날	0.31651489233927244
28	입성	0.4594886981366705
29	벌	0.6864702121022543
29	만원	0.6864702121022543
29	따	0.23982763767458484
30	대박	0.6803508143151289
30	돈방석	0.7328866006830396
31	아키에이지	0.7071067811865476
31	엑스엘게임즈	0.7071067811865476
32	따	1.0
33	상장	0.5685267983158111
33	총	0.8226647431346338
34	남	0.5113899629969485
34	증시	0.43587258865541306
34	절반	0.5357011274496146
34	증거금	0.5113899629969485
35	상장	1.0
36	종합	0.5906768741302618
36	직후	0.6362881579250944
36	상장	0.2522252730204707
36	총	0.3649728386702819
36	따	0.22229585946368471
37	만주	0.6864702121022543
37	대기	0.6864702121022543
37	따	0.23982763767458484
38	시장	0.5987344880431541
38	대박	0.578276902140663
38	상장	0.24693035382268094
38	오늘	0.49612320812405664
39	종합	0.6095659044209728
39	남궁훈	0.5463366731997342
39	대표	0.5744089550873037
40	오르	1.0
41	옵션	0.544207924760444
41	스톡	0.544207924760444
41	인당	0.5700792349397842
41	상장	0.2157245749319222
41	따	0.19012638669257254
42	비결	0.7960508427251789
42	오늘	0.6052297545532046
43	주목	0.4950156897333448
43	몰리	0.47578803985026585
43	10일	0.4950156897333448
43	9월	0.4950156897333448
43	상장	0.1962247229298708
44	공동대표	0.5248019369991277
44	조계현	0.5248019369991277
44	활짝	0.5248019369991277
44	남궁훈	0.4168318375147111
45	목표	0.8274068082495901
45	상장	0.34123949763461847
45	첫날	0.44604212684039046
46	직행	0.6789424204026723
46	상장	0.3932669610724087
46	따	0.34660133801566884
46	첫날	0.5140484409006428
48	옵션	0.6864702121022543
48	스톡	0.6864702121022543
48	따	0.23982763767458484
49	하루만	0.5316424418819861
49	피	0.5316424418819861
49	코스	0.5316424418819861
49	직행	0.34731978690711096
49	따	0.1773073816626819
50	주목	0.929625903365805
50	상장	0.3685046536901681
51	거래	0.7301677343726541
51	상장	0.3117893457807305
51	총	0.4511627293887701
51	첫날	0.4075471446951934
52	상장	0.7502152735018907
52	따	0.6611936504568714
53	상장	0.5356462853704225
53	따	0.4720857269734594
53	첫날	0.7001557850627302
54	상한가	0.40699198104880085
54	초반	0.47378044452514384
54	주가	0.3763072491675666
54	대비	0.36792323443435565
54	공모	0.33436200879407235
54	날	0.4347116979106987
54	상장	0.17928399903399314
55	사도	0.5838258508447872
55	기다리	0.5573306923612159
55	만주	0.5573306923612159
55	따	0.19471100274431302
56	천원	0.45445736456204255
56	슈팅	0.45445736456204255
56	오버	0.45445736456204255
56	단기	0.45445736456204255
56	목표	0.41698203220437563
57	숫자	0.5478968026074782
57	데뷔	0.5230321745737558
57	몰리	0.5027162942110406
57	오늘	0.41656063854842157
58	출발	0.935915941998923
58	따	0.3522234369150761
59	남궁훈	0.6620167602827941
59	대표	0.6960330034174735
59	따	0.2779781776656664
60	경제	0.5021521575553392
60	10일	0.4793635109442917
60	9월	0.4793635109442917
